build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
268994962,31678d2b3d0bf2a97fed28bf4b86a96c845d3a1b,,master,passed,3285,2017-08-27 21:18:10 UTC,268994964,268994968,268994970,268994972,268994973,268994975,268994976,268994977,268994978,268994979,268994980,268994981,cron
268523001,31678d2b3d0bf2a97fed28bf4b86a96c845d3a1b,,master,passed,3377,2017-08-25 22:13:23 UTC,268523002,268523006,268523010,268523011,268523015,268523016,268523017,268523018,268523028,268523029,268523030,268523031,cron
267846418,31678d2b3d0bf2a97fed28bf4b86a96c845d3a1b,,master,passed,3532,2017-08-24 10:42:35 UTC,267846419,267846420,267846421,267846422,267846423,267846424,267846425,267846426,267846427,267846428,267846429,267846430,push
267846394,88026bb9cc8a717f0312d4952993b84d296e8efd,1186,master,errored,240,2017-08-24 09:09:07 UTC,267846395,267846396,267846397,267846398,267846399,267846400,267846401,267846402,267846403,267846404,267846405,267846406,pull_request
267840471,0b98df8229e797b9ea63f5ef408806e644cde1fb,,master,canceled,0,,267840472,267840473,267840474,267840475,267840476,267840477,267840478,267840479,267840480,267840481,267840482,267840483,push
267840425,61b2b8b0cfb7c3c2de6a572e7a2c32708a83ba8b,1185,master,errored,266,2017-08-24 08:33:12 UTC,267840426,267840427,267840428,267840429,267840430,267840431,267840432,267840433,267840434,267840435,267840436,267840437,pull_request
267840352,01cf3d304526d3e688b292583e9ac516a5db3b55,1185,master,canceled,0,,267840353,267840354,267840355,267840356,267840357,267840358,267840359,267840360,267840361,267840362,267840363,267840364,pull_request
267838207,c34ec9e4fd129f09a2d8b4aeb42194faef6cc939,,master,canceled,0,,267838209,267838210,267838211,267838212,267838213,267838214,267838215,267838216,267838217,267838218,267838219,267838221,push
267753395,e0a704fdf99b241fb761407ab1f2fbd37f37325b,,master,passed,3452,2017-08-24 06:07:25 UTC,267753396,267753397,267753398,267753399,267753400,267753401,267753402,267753403,267753404,267753405,267753406,267753407,cron
267164994,e0a704fdf99b241fb761407ab1f2fbd37f37325b,,master,passed,3642,2017-08-22 12:31:43 UTC,267164995,267164996,267164997,267164998,267164999,267165000,267165001,267165002,267165003,267165004,267165006,267165007,push
266723464,8adb2f76b625230a04cee31c61a109335f419615,,master,passed,3310,2017-08-21 09:16:10 UTC,266723465,266723466,266723467,266723468,266723469,266723470,266723471,266723472,266723473,266723474,266723475,266723476,push
266607507,50a55c3ed96eb5a8cecf1b6b0dc24c7fd289866d,,master,passed,3316,2017-08-20 21:14:13 UTC,266607508,266607509,266607510,266607512,266607514,266607516,266607518,266607519,266607520,266607521,266607522,266607523,cron
266368483,50a55c3ed96eb5a8cecf1b6b0dc24c7fd289866d,,master,passed,3059,2017-08-19 21:13:13 UTC,266368484,266368485,266368486,266368487,266368488,266368489,266368490,266368491,266368492,266368493,266368494,266368495,cron
265744368,50a55c3ed96eb5a8cecf1b6b0dc24c7fd289866d,,master,passed,3478,2017-08-17 21:12:22 UTC,265744369,265744371,265744374,265744377,265744378,265744380,265744381,265744382,265744383,265744384,265744385,265744386,cron
265330907,50a55c3ed96eb5a8cecf1b6b0dc24c7fd289866d,,master,passed,3631,2017-08-16 22:24:58 UTC,265330908,265330909,265330910,265330911,265330912,265330913,265330914,265330915,265330916,265330917,265330918,265330919,cron
264571039,50a55c3ed96eb5a8cecf1b6b0dc24c7fd289866d,,master,passed,3269,2017-08-15 00:35:23 UTC,264571040,264571041,264571042,264571043,264571044,264571045,264571046,264571047,264571048,264571049,264571050,264571051,push
264550521,2438f3daba773353e7405ac1c4fd2a42f9cb4b28,1180,master,passed,3166,2017-08-14 23:41:22 UTC,264550523,264550525,264550527,264550528,264550529,264550530,264550531,264550532,264550533,264550534,264550535,264550536,pull_request
264547586,47811a0c136284b696cc685cc4ee24a26adb296f,,master,passed,3199,2017-08-14 23:39:57 UTC,264547591,264547592,264547596,264547598,264547601,264547607,264547608,264547609,264547610,264547612,264547614,264547615,push
264522962,2be1446c75d563cbe7ccb20ca8ba1b30a1626f12,1180,master,passed,3610,2017-08-14 22:18:41 UTC,264522963,264522964,264522965,264522966,264522967,264522968,264522970,264522972,264522973,264522974,264522975,264522976,pull_request
