"login","name","language","num_watchers","num_external_contributors","num_prs","num_issues","active_years","num_travis_builds"
"zeroturnaround","zt-zip","Java",265,12,21,36,"4",113
"nose-devs","nose","Python",774,63,196,1048,"9",468
"natritmeyer","site_prism","Ruby",344,31,61,55,"4",205
"pydata","pandas","Python",4260,428,3785,6690,"6",14350
"KristianOellegaard","django-hvad","Python",163,20,122,108,"4",600
"mongodb","mongo-ruby-driver","Ruby",1192,118,642,0,"7",3128
"jgorset","fandjango","Python",102,17,31,19,"4",72
"twilio","twilio-java","Java",89,31,109,87,"5",338
"Casecommons","pg_search","Ruby",927,41,77,178,"5",498
"scttnlsn","dandelion","Ruby",305,15,28,99,"4",107
"pdfkit","pdfkit","Ruby",578,64,100,213,"5",273
"thoughtbot","bourbon","Ruby",5646,117,363,388,"4",204
"balanced","balanced-ruby","Ruby",112,27,94,106,"3",541
"twitter","activerecord-reputation-system","Ruby",952,10,16,50,"3",66
"technicalpickles","jeweler","Ruby",1312,51,63,217,"6",81
"leonid-shevtsov","headless","Ruby",233,16,36,21,"5",98
"thoughtbot","capybara-webkit","Ruby",1568,100,269,542,"4",529
"alecthomas","voluptuous","Python",259,25,63,54,"5",163
"mozilla","django-browserid","Python",203,41,168,124,"4",416
"sigmavirus24","github3.py","Python",332,57,212,178,"3",1664
"inaturalist","inaturalist","Ruby",70,12,201,431,"5",316
"JEG2","highline","Ruby",507,37,78,67,"10",53
"collectiveidea","awesome_nested_set","Ruby",1728,78,120,185,"8",349
"tenderlove","psych","Ruby",97,35,76,106,"4",309
"enthought","chaco","Python",148,16,180,97,"8",546
"dhellmann","cliff","Python",77,20,9,0,"3",64
"alexrothenberg","motion-addressbook","Ruby",87,8,40,37,"3",84
"soundcloud","java-api-wrapper","Java",105,7,11,12,"3",118
"halgari","clojure-py","Python",615,7,56,127,"4",215
"andialbrecht","sqlparse","Python",261,18,35,110,"6",274
"whit537","aspen","Python",75,3,24,114,"4",256
"disqus","gargoyle","Python",567,27,56,44,"4",147
"maebert","jrnl","Python",1472,38,137,221,"3",528
"ejholmes","metaforce","Ruby",55,6,22,35,"3",351
"tinkerpop","rexster","Java",287,17,42,354,"5",596
"tgstation","-tg-station","Python",213,239,6145,4247,"5",15309
"cloudfoundry","cloud_controller_ng","Ruby",76,119,270,156,"3",3816
"warner","python-versioneer","Python",125,16,38,51,"4",303
"numba","numba","Python",975,42,598,688,"3",3107
"Supervisor","superlance","Python",163,22,45,15,"7",77
"josh","useragent","Ruby",215,24,62,33,"5",133
"matschaffer","knife-solo","Ruby",728,75,205,238,"4",534
"qrush","m","Ruby",106,17,22,15,"4",92
"Tivix","django-common","Python",70,12,19,4,"4",83
"ralscha","extdirectspring","Java",70,1,4,132,"3",144
"jdriscoll","django-photologue","Python",197,25,49,93,"8",311
"sevenwire","forgery","Ruby",188,37,45,8,"7",51
"redis","redis-rb","Ruby",2297,105,219,319,"6",516
"ariejan","firefly","Ruby",52,4,14,5,"5",95
"zendesk","zendesk_api_client_rb","Ruby",152,28,79,162,"3",922
"headius","ruby-atomic","Ruby",66,13,19,24,"5",74
"seatgeek","fuzzywuzzy","Python",1045,25,46,38,"4",100
"adelevie","parse_resource","Ruby",119,21,60,77,"4",181
"eric","metriks","Ruby",431,17,38,13,"3",125
"randym","acts_as_xlsx","Ruby",98,3,6,7,"4",52
"straydogstudio","axlsx_rails","Ruby",181,6,8,25,"3",74
"le0pard","mongodb_logger","Ruby",116,5,16,47,"4",569
"carljm","django-model-utils","Python",358,30,95,72,"5",401
"spree","spree_gateway","Ruby",120,74,119,112,"4",357
"elia","activeadmin-mongoid","Ruby",92,18,34,62,"3",87
"kiyoka","fuzzy-string-match","Ruby",99,3,3,11,"5",69
"hasgeek","hasjob","Python",100,13,71,128,"4",937
"whazzmaster","fitgem","Ruby",129,21,26,10,"4",85
"joliss","jquery-ui-rails","Ruby",785,5,32,64,"3",128
"greenrobot","EventBus","Java",3932,13,46,141,"3",135
"nostra13","Android-Universal-Image-Loader","Java",9323,33,100,933,"4",456
"waylan","Python-Markdown","Python",485,65,142,277,"9",210
"nose-devs","nose2","Python",127,31,123,117,"5",369
"travis-ci","travis-build","Ruby",118,74,421,47,"4",2959
"mikera","clisk","Java",123,1,1,11,"3",86
"glejeune","Ruby-Graphviz","Ruby",129,18,37,67,"5",130
"sparklemotion","nokogiri","Ruby",3396,100,227,1078,"7",731
"google","signet","Ruby",144,20,39,21,"5",159
"nateware","redis-objects","Ruby",542,61,105,84,"6",141
"jmazzi","crypt_keeper","Ruby",89,10,61,39,"3",622
"jayroh","thredded","Ruby",56,8,66,101,"4",453
"highgroove","grocer","Ruby",483,4,12,14,"3",110
"sprsquish","blather","Ruby",85,7,0,0,"4",108
"stefankroes","ancestry","Ruby",1512,33,56,177,"6",67
"tinkerpop","gremlin","Java",1069,9,18,372,"5",176
"nodebox","nodebox","Java",145,13,29,159,"4",615
"thoughtbot","clearance","Ruby",1971,66,276,304,"7",816
"Unidata","thredds","Java",93,17,83,69,"4",2699
"dlitz","pycrypto","Python",451,22,103,40,"5",71
"binarylogic","authlogic","Ruby",4074,98,147,335,"7",127
"ducksboard","libsaas","Python",180,13,81,7,"3",226
"pyne","pyne","Python",56,19,447,297,"5",177
"rodjek","puppet-lint","Ruby",416,34,176,176,"4",472
"kpumuk","meta-tags","Ruby",508,24,40,44,"7",117
"codebrew","backbone-rails","Ruby",1871,38,103,99,"4",135
"calagator","calagator","Ruby",109,50,262,170,"5",873
"jfirebaugh","skim","Ruby",144,6,18,12,"3",62
"saltstack","salt-cloud","Python",223,49,574,364,"3",376
"mapproxy","mapproxy","Python",78,16,83,83,"5",467
"pinax","django-user-accounts","Python",218,27,93,71,"3",229
"janfri","mini_exiftool","Ruby",84,5,8,12,"4",87
"tananaev","traccar","Java",265,22,72,1222,"5",590
"lisa-lab","DeepLearningTutorials","Python",810,24,88,13,"4",300
"jayway","awaitility","Java",101,10,17,0,"4",59
"sickill","rainbow","Ruby",149,11,15,7,"5",63
"polleverywhere","firehose","Ruby",352,7,15,30,"4",209
"Shopify","shopify_python_api","Python",73,21,59,41,"4",191
"msgpack","msgpack-java","Java",314,25,136,122,"4",397
"cyberdelia","metrology","Python",98,8,10,9,"3",103
"kete","kete","Ruby",57,5,85,0,"6",76
"cassiomarques","enumerate_it","Ruby",52,16,37,7,"5",92
"pitluga","supply_drop","Ruby",125,15,33,38,"4",91
"searchbox-io","Jest","Java",217,26,70,146,"3",492
"chrisk","fakeweb","Ruby",871,17,22,33,"6",66
"ejfinneran","ratelimit","Ruby",55,7,8,6,"4",68
"sensu","sensu-community-plugins","Ruby",412,304,1068,149,"4",2360
"tinkerpop","blueprints","Java",1046,40,169,400,"5",621
"ledermann","unread","Ruby",192,13,27,23,"4",177
"kulesa","redmine_better_gantt_chart","Ruby",91,7,18,39,"4",71
"rubygems","rubygems.org","Ruby",1245,189,468,546,"6",2544
"ileitch","rapns","Ruby",240,23,68,135,"4",522
"docopt","docopt","Python",1657,29,67,196,"3",129
"airbrake","airbrake","Ruby",597,142,178,221,"8",70
"michel-kraemer","bson4jackson","Java",84,7,18,20,"4",81
"sandsmark","QuasselDroid","Java",76,16,115,84,"4",120
"grosser","test_after_commit","Ruby",120,11,10,27,"3",64
"cyu","rack-cors","Ruby",688,28,35,45,"5",106
"johncarl81","transfuse","Java",159,12,40,132,"3",500
"rubyworks","facets","Ruby",395,23,161,82,"5",391
"brynary","rack-test","Ruby",179,38,75,25,"6",87
"flyerhzm","bullet","Ruby",1461,54,84,158,"5",375
"jonashaag","klaus","Python",195,8,38,89,"4",55
"bmabey","email-spec","Ruby",227,63,76,27,"7",86
"ImmobilienScout24","yum-repo-server","Python",86,15,6,58,"3",328
"nov","rack-oauth2","Ruby",214,7,27,9,"4",136
"FasterXML","jackson-module-afterburner","Java",62,10,14,41,"4",67
"meejah","txtorcon","Python",79,13,55,64,"3",285
"csquared","IMGKit","Ruby",211,14,22,44,"5",69
"pyinstaller","pyinstaller","Python",947,77,252,1484,"10",750
"bradjasper","django-jsonfield","Python",381,31,53,85,"6",129
"winton","stasis","Ruby",333,16,29,16,"6",64
"elcuervo","airplay","Ruby",493,8,25,61,"4",203
"flashingpumpkin","django-socialregistration","Python",613,23,49,141,"6",66
"ocpsoft","rewrite","Java",76,13,61,123,"4",284
"qiniu","ruby-sdk","Ruby",95,13,96,25,"3",177
"orbeon","orbeon-forms","Java",143,8,56,2189,"4",2693
"lukaszb","django-guardian","Python",669,69,128,192,"5",382
"feincms","feincms","Python",680,90,223,367,"6",384
"adyliu","jafka","Java",216,2,5,36,"3",58
"refreshoxford","django-cbv-inspector","Python",141,10,40,64,"3",116
"tscolari","mobylette","Ruby",129,11,19,20,"4",142
"DSpace","DSpace","Java",173,61,976,4,"13",2283
"jeremyw","stamp","Ruby",343,5,15,5,"4",117
"miracle2k","webassets","Python",674,101,179,231,"7",451
"jnunemaker","flipper","Ruby",315,10,44,30,"3",314
"mkristian","jbundler","Ruby",142,8,16,47,"3",184
"gitpython-developers","GitPython","Python",578,63,115,203,"7",298
"FasterXML","jackson-core","Java",455,18,43,155,"4",354
"weppos","whois","Ruby",625,52,159,249,"6",779
"FasterXML","jackson-databind","Java",460,57,155,699,"4",864
"editorconfig","editorconfig-vim","Python",430,17,26,10,"4",73
"sensu","sensu","Ruby",1736,44,686,304,"4",1307
"julianhyde","linq4j","Java",135,6,22,6,"3",105
"guard","guard-livereload","Ruby",763,31,41,65,"5",150
"ruboto","ruboto","Ruby",1306,20,100,667,"5",945
"paulspringett","csv_shaper","Ruby",114,8,14,9,"3",76
"LTe","acts-as-messageable","Ruby",89,15,18,33,"4",158
"jOOQ","jOOQ","Java",510,23,57,4340,"4",1168
"jonlives","knife-spork","Ruby",148,34,97,76,"3",88
"grosser","vendorer","Ruby",57,8,14,2,"4",52
"myronmarston","vcr","Ruby",1033,15,23,7,"4",609
"trentm","python-markdown2","Python",627,14,56,125,"8",103
"jsimone","webapp-runner","Java",166,8,21,25,"4",56
"intridea","multi_json","Ruby",186,36,75,84,"5",435
"mitsuhiko","flask-sqlalchemy","Python",483,42,137,160,"5",162
"zacharyvoase","urlobject","Python",114,6,15,11,"6",64
"ninja-ide","ninja-ide","Python",674,65,955,950,"4",633
"Lispython","human_curl","Python",116,10,19,11,"4",95
"bernd","fpm-cookery","Ruby",155,25,62,41,"4",124
"winston","google_visualr","Ruby",134,20,30,35,"5",80
"ajoberstar","gradle-git","Java",239,10,28,88,"3",167
"namlook","mongokit","Python",212,28,106,123,"5",158
"concerto","concerto","Ruby",135,12,296,936,"5",2499
"square","jetpack","Ruby",153,15,48,5,"4",77
"pewniak747","hipbot","Ruby",73,0,1,15,"3",218
"djblets","djblets","Python",177,32,15,0,"5",79
"SpriteLink","NIPAP","Python",100,13,169,642,"4",1151
"rtomayko","tilt","Ruby",1482,72,142,117,"6",282
"jim","carmen-rails","Ruby",131,10,21,26,"3",71
"rack","rack-contrib","Ruby",900,50,73,41,"7",65
"kenn","sunzi","Ruby",236,12,25,13,"3",74
"MagLev","maglev","Ruby",503,13,147,261,"7",744
"Hidendra","LWC","Java",55,16,64,490,"5",262
"cgrates","cgrates","Go",62,1,9,96,"3",1625
"thoughtbot","factory_girl_rails","Ruby",1048,24,69,101,"5",167
"lambdalisue","django-permission","Python",130,9,17,19,"3",106
"martinblech","xmltodict","Python",479,14,29,77,"3",191
"etianen","django-reversion","Python",1415,82,140,290,"7",243
"guard","listen","Ruby",329,45,123,203,"3",1007
"tarcieri","cool.io","Ruby",104,12,19,14,"5",88
"sunitparekh","data-anonymization","Ruby",125,2,2,23,"3",204
"louismullie","treat","Ruby",538,12,31,78,"3",289
"makinacorpus","django-geojson","Python",93,17,33,30,"3",223
"praekelt","vumi","Python",236,11,727,452,"5",3147
"jipiboily","monologue","Ruby",260,34,94,122,"3",454
"bread-and-pepper","django-userena","Python",1034,97,215,296,"5",67
"greenrobot","greenDAO","Java",1701,3,41,139,"4",142
"assaf","vanity","Ruby",304,67,135,90,"6",668
"pycassa","pycassa","Python",441,30,94,158,"5",121
"opscode-cookbooks","apt","Ruby",138,46,120,23,"6",68
"rsl","stringex","Ruby",700,50,88,86,"7",306
"markevans","dragonfly","Ruby",555,38,114,291,"5",120
"charlotte-ruby","impressionist","Ruby",562,23,63,130,"4",288
"FSX","momoko","Python",130,6,44,52,"4",135
"dockyard","postgres_ext","Ruby",242,35,64,103,"3",442
"matthuhiggins","foreigner","Ruby",959,23,61,111,"6",153
"arskom","spyne","Python",413,53,230,222,"8",951
"SimonSapin","Flask-FlatPages","Python",113,9,22,16,"5",70
"ryantenney","metrics-spring","Java",199,16,51,67,"3",347
"puppetlabs","puppetlabs-firewall","Ruby",246,92,444,104,"4",955
"euske","pdfminer","Python",692,12,33,71,"4",60
"remiprev","her","Ruby",723,41,162,185,"3",752
"michaeljones","breathe","Python",110,17,82,98,"5",253
"pengwynn","faraday_middleware","Ruby",58,8,18,1,"4",111
"git-cola","git-cola","Python",463,30,123,341,"4",177
"davetron5000","methadone","Ruby",160,13,32,50,"4",176
"yabawock","bootstrap-sass-rails","Ruby",97,14,25,46,"4",97
"jarus","flask-testing","Python",138,25,38,36,"5",129
"nickstenning","honcho","Python",320,26,100,55,"3",332
"bartdag","py4j","Java",123,11,20,140,"6",143
"celluloid","dcell","Ruby",523,14,54,44,"4",222
"chuckremes","ffi-rzmq","Ruby",62,15,52,38,"5",88
"ProgVal","Limnoria","Python",183,50,514,619,"12",1735
"rb2k","viddl-rb","Ruby",112,10,69,44,"5",308
"theforeman","foreman","Ruby",836,162,2520,10,"6",138
"Suor","django-cacheops","Python",228,24,44,98,"4",215
"Shopify","active_shipping","Ruby",147,85,221,53,"5",874
"openSUSE","open-build-service","Ruby",151,69,510,456,"9",4172
"xaviershay","enki","Ruby",98,26,49,14,"8",78
"nfnt","resize","Go",438,9,12,22,"3",67
"stephenmcd","cartridge","Python",412,42,155,104,"6",538
"puppetlabs","puppetlabs-apache","Ruby",295,233,978,165,"5",2407
"puppetlabs","puppetlabs-mongodb","Ruby",58,68,189,22,"3",477
"gorakhargosh","watchdog","Python",1133,40,106,226,"5",239
"expertiza","expertiza","Ruby",106,140,204,375,"8",1409
"ruckus","quickeebooks","Ruby",77,21,86,49,"3",191
"rspec","rspec-core","Ruby",699,246,1048,965,"6",5007
"heroku","heroku-buildpack-python","Python",284,39,124,111,"4",843
"walle","gas","Ruby",56,6,9,2,"4",86
"cloudfoundry","warden","Ruby",174,59,47,56,"4",290
"vim-jp","vim-jp.github.com","Ruby",63,6,37,117,"4",456
"bploetz","versionist","Ruby",537,7,14,57,"4",127
"defunkt","fakefs","Ruby",703,76,146,163,"6",277
"marceldegraaf","google_places","Ruby",108,31,47,24,"4",102
"walle","gimli","Ruby",254,16,26,49,"4",143
"vmalloc","mongomock","Python",103,35,85,55,"4",363
"learning-unlimited","ESP-Website","Python",59,20,644,1071,"9",2769
"railsware","js-routes","Ruby",415,25,88,46,"4",292
"tzangms","django-bootstrap-form","Python",278,27,45,26,"4",54
"imanel","websocket-ruby","Ruby",182,5,9,13,"5",203
"tdiary","tdiary-core","Ruby",125,15,206,299,"13",1127
"laserlemon","periscope","Ruby",217,3,4,2,"3",74
"sebbacon","alaveteli","Ruby",60,11,34,0,"4",87
"jorgebastida","django-dajaxice","Python",151,5,43,72,"5",85
"hasgeek","lastuser","Python",116,8,43,103,"4",382
"jmettraux","rufus-scheduler","Ruby",1057,24,32,122,"6",261
"OpenSlides","OpenSlides","Python",71,2,714,953,"4",2761
"Lawouach","WebSocket-for-Python","Python",318,23,64,67,"4",223
"jcassee","django-analytical","Python",213,13,41,21,"4",90
"SomMeri","less4j","Java",79,9,17,263,"3",813
"RubyMoney","money-rails","Ruby",347,84,159,166,"3",495
"JakeWharton","DiskLruCache","Java",1024,10,43,31,"4",132
"vandersonmota","model_mommy","Python",150,42,131,98,"4",349
"jlong","serve","Ruby",233,23,45,34,"5",130
"mkocher","soloist","Ruby",165,8,15,22,"5",102
"tomerfiliba","plumbum","Python",604,23,72,126,"3",440
"BYK","pyresto","Python",52,7,21,27,"4",192
"mitsuhiko","jinja2","Python",2491,116,225,243,"8",331
"Pylons","substanced","Python",101,28,108,136,"3",606
"ammaraskar","pyCraft","Python",144,9,20,27,"3",62
"marubinotto","Piggydb","Java",53,1,2,15,"3",191
"customink-webops","hostsfile","Ruby",123,14,32,37,"3",120
"mirah","mirah","Ruby",228,18,98,130,"5",370
"disqus","django-modeldict","Python",55,4,6,2,"5",56
"AndrewRadev","vimrunner","Ruby",115,7,26,13,"4",126
"railsbp","rails-bestpractices.com","Ruby",131,1,0,14,"4",250
"jbernard","dotfiles","Python",155,12,22,25,"4",92
"flavorjones","loofah","Ruby",433,15,30,59,"6",107
"tigrish","devise-i18n","Ruby",180,39,99,28,"4",268
"abarisain","dmix","Java",403,31,176,554,"5",919
"jpos","jPOS","Java",102,19,88,0,"4",297
"mbulat","plutus","Ruby",183,8,26,20,"5",152
"mitsuhiko","werkzeug","Python",1959,164,449,309,"8",1206
"netguru","checker","Ruby",69,3,11,25,"3",91
"mattupstate","flask-security","Python",301,61,148,243,"3",532
"jnicklas","turnip","Ruby",323,27,95,37,"4",200
