build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
744776363,7f5f730eb89ddaa9f1e6637e54cbe5fccabbfa28,6659,master,canceled,0,,744776364,744776365,744776366,744776367,744776368,744776369,744776370,744776371,744776372,744776373,744776374,744776375,744776376,pull_request
744713759,9435d4321e3592b106cadce539d34d9d56f485a5,6660,master,errored,539,2020-11-20 03:03:57 UTC,744713760,744713761,744713762,744713763,744713764,744713765,744713766,744713767,744713768,744713769,744713770,744713771,744713772,pull_request
744709018,cd89fd644c2caaf77b6481c5d337fdf43bfb66f5,6659,master,failed,3327,2020-11-19 21:38:17 UTC,744709019,744709020,744709021,744709022,744709023,744709024,744709025,744709026,744709027,744709028,744709029,744709030,744709031,pull_request
744653258,1483ce72733e53064db82c73ba75e13805ef4eb2,,3.x,passed,11883,2020-11-19 16:02:52 UTC,744653259,744653260,744653261,744653262,744653263,744653264,744653265,744653266,744653267,744653268,744653269,744653270,744653271,push
744652562,74b3134567b3fc6d841fff5308820d7bea5f7acf,,master,failed,3282,2020-11-19 14:23:54 UTC,744652563,744652564,744652565,744652566,744652567,744652568,744652569,744652570,744652572,744652573,744652574,744652575,744652577,push
744636330,5036347e2a77b96f449593dc96dcaa11323d39b7,6657,master,canceled,0,,744636331,744636332,744636333,744636334,744636335,744636336,744636337,744636338,744636339,744636340,744636341,744636342,744636343,pull_request
744631900,bb14415d0835a7a2fd523405b7439ffc912e1086,,3.x,passed,11973,2020-11-19 19:01:40 UTC,744631901,744631902,744631903,744631904,744631905,744631906,744631907,744631908,744631909,744631910,744631911,744631912,744631913,push
744630921,70c2035addd125e2b4f016142569fbb5f156b9c8,,master,failed,3144,2020-11-19 12:52:11 UTC,744630922,744630923,744630924,744630925,744630926,744630927,744630928,744630929,744630930,744630931,744630932,744630933,744630934,push
744629535,a3658002ec2cc65205bbb80540a14161f3d303e6,,3.x,canceled,-1996,2020-11-19 11:40:45 UTC,744629536,744629537,744629538,744629539,744629540,744629541,744629542,744629543,744629544,744629545,744629546,744629547,744629548,push
744628935,cc0c0df79dfd31894aa1a068d1dc23f5d5205c35,,master,canceled,0,,744628936,744628937,744628938,744628939,744628940,744628941,744628942,744628943,744628944,744628945,744628946,744628947,744628948,push
744626422,6bd843962b949f19507e718281dc3ebc56b221a7,6656,master,errored,538,2020-11-19 11:04:06 UTC,744626423,744626424,744626425,744626426,744626427,744626428,744626429,744626430,744626431,744626432,744626433,744626434,744626435,pull_request
744621365,0ac999e74cd90c38d3516fdfad7e33ceaba2860b,6655,master,errored,527,2020-11-19 10:18:53 UTC,744621366,744621367,744621368,744621369,744621370,744621371,744621372,744621373,744621374,744621375,744621376,744621377,744621378,pull_request
744621172,afad9117e3400025819698b356c4d557eb8a9105,6655,master,canceled,-1497,2020-11-19 10:18:53 UTC,744621173,744621174,744621175,744621176,744621177,744621178,744621179,744621180,744621181,744621182,744621183,744621184,744621185,pull_request
744605253,40623c718ca65548d4e423d9f466fd6973d84a8d,,master,failed,3180,2020-11-19 08:00:34 UTC,744605254,744605255,744605256,744605257,744605258,744605259,744605260,744605261,744605262,744605263,744605264,744605265,744605266,push
744553346,33ab83e03c03e58d94a92a9c54a66e5379dd760e,,master,passed,11065,2020-11-19 00:46:01 UTC,744553347,744553348,744553349,744553350,744553351,744553352,744553353,744553354,744553355,744553356,744553357,744553358,744553359,push
744550152,257a892f9e1bec4e5e924bb2e58ef1c123775998,,master,canceled,-3212,2020-11-19 00:45:59 UTC,744550154,744550155,744550156,744550157,744550158,744550159,744550160,744550161,744550162,744550163,744550164,744550165,744550166,push
744543279,3b0c7714102aacc73bc8081d96d07dc3397f2247,,master,canceled,0,,744543280,744543281,744543282,744543283,744543284,744543285,744543286,744543287,744543288,744543289,744543290,744543291,744543292,push
744542377,efb54d867fac6a8b7b612a5ddc61cc06bf886a43,,master,canceled,0,,744542378,744542379,744542380,744542381,744542382,744542385,744542386,744542387,744542388,744542389,744542390,744542391,744542392,push
744380810,032328c8f589e727d06f3a3eef081118c53e76d5,,master,passed,11241,2020-11-18 09:47:08 UTC,744380811,744380812,744380813,744380814,744380815,744380816,744380817,744380818,744380819,744380820,744380821,744380822,744380823,push
744321385,de33e170bdc7b2c9db9fdd76c535a9df1130f213,,master,canceled,3327,2020-11-18 09:47:22 UTC,744321386,744321387,744321388,744321389,744321390,744321391,744321392,744321393,744321394,744321395,744321396,744321397,744321398,push
744311310,c0536ffd79f9ae409bccbfabfa627708f92ca4f9,,master,canceled,757,2020-11-18 01:29:21 UTC,744311311,744311312,744311313,744311314,744311315,744311316,744311317,744311318,744311319,744311320,744311321,744311322,744311323,push
744309131,c707b052333e0d9090ccec1d3f63d1cba6855721,,master,canceled,0,,744309132,744309133,744309134,744309135,744309136,744309137,744309138,744309139,744309140,744309141,744309142,744309143,744309144,push
744306619,4100eb33099c14eede7ad34a928f3e8026389e1e,,master,canceled,0,,744306620,744306621,744306622,744306623,744306624,744306625,744306626,744306627,744306628,744306629,744306630,744306631,744306632,push
744302388,d9bacc0b108d5d825298d36697f7874a6cda0f04,,master,canceled,0,,744302389,744302390,744302391,744302392,744302393,744302394,744302395,744302396,744302397,744302398,744302399,744302400,744302401,push
744221550,7a83a464003e00ca529732e0593d307c403ca834,,3.x,passed,11924,2020-11-17 18:39:32 UTC,744221551,744221552,744221553,744221554,744221555,744221556,744221557,744221558,744221559,744221560,744221561,744221562,744221563,push
744220844,ff45d990e682ddf1177e3fe29a42db549fded473,,master,passed,11023,2020-11-17 17:23:28 UTC,744220845,744220846,744220847,744220848,744220849,744220855,744220856,744220857,744220858,744220859,744220860,744220861,744220862,push
744089303,aafb5a7db28bba1cd6669f344aff7640301ab420,,master,passed,10730,2020-11-17 03:36:51 UTC,744089304,744089305,744089306,744089307,744089308,744089309,744089310,744089311,744089312,744089313,744089314,744089315,744089316,push
744087033,8307de86695eba03f8b664aecbfbd65e2bd29fd5,,master,canceled,0,,744087034,744087035,744087036,744087037,744087038,744087039,744087040,744087041,744087042,744087043,744087044,744087045,744087046,push
744084454,b28b217046bd9a8e8003966fe8a413c4dfaf8186,,master,canceled,0,,744084455,744084456,744084457,744084458,744084459,744084460,744084461,744084462,744084463,744084464,744084465,744084466,744084467,push
744083209,a6304ccd3abf33304de182ced21baf663d665955,,master,canceled,0,,744083210,744083211,744083212,744083213,744083214,744083215,744083216,744083217,744083218,744083219,744083220,744083221,744083222,push
744065650,ffb27db1d8038115154b30e83346e6bd7754424b,,master,canceled,0,,744065651,744065652,744065653,744065654,744065655,744065656,744065657,744065658,744065659,744065660,744065661,744065662,744065663,push
744061613,7e958e1c44bfb6f555b8a84180726c96703da73f,,master,canceled,0,,744061614,744061615,744061616,744061617,744061618,744061619,744061620,744061621,744061622,744061623,744061624,744061625,744061626,push
744057375,fcf94cbaa5cc350c99d2e18e10279467adc9e6fc,,master,canceled,0,,744057376,744057377,744057378,744057379,744057380,744057381,744057382,744057383,744057384,744057385,744057386,744057387,744057388,push
744053428,382fb27b2868585354d4e2533852629a3687c6f3,,master,canceled,0,,744053429,744053430,744053431,744053432,744053433,744053434,744053435,744053436,744053437,744053438,744053439,744053440,744053441,push
744048753,0e500c3fbe70fa826f67d368de78543927a528e2,,master,canceled,0,,744048754,744048755,744048756,744048757,744048758,744048759,744048760,744048761,744048762,744048763,744048764,744048765,744048766,push
743996950,e8ea52f1393932e506b0c14b7d66d4c7b69e1e48,,master,canceled,0,,743996951,743996952,743996953,743996954,743996955,743996956,743996957,743996958,743996959,743996960,743996961,743996962,743996963,push
743969693,bc212aa627b53a6451f0fd108856ae1ed6fd7231,6652,3.x,errored,540,2020-11-17 02:39:12 UTC,743969694,743969695,743969696,743969697,743969698,743969699,743969700,743969701,743969702,743969703,743969704,743969705,743969706,pull_request
743969370,239659e1899d4ed81e0f39a2946d6bedfe074fd9,,3.x,passed,11708,2020-11-17 01:48:31 UTC,743969383,743969411,743969415,743969416,743969417,743969431,743969433,743969440,743969443,743969444,743969448,743969454,743969458,push
743969152,c6b14bf9e9ac47f10e6c69e0e7fc7f4d0c2a4d61,,master,canceled,0,,743969154,743969160,743969166,743969167,743969168,743969169,743969170,743969171,743969172,743969173,743969174,743969175,743969176,push
743968586,85ee14635891b1613254d367e5a91e645f593ed7,6645,master,errored,557,2020-11-17 00:14:52 UTC,743968587,743968588,743968589,743968590,743968591,743968592,743968593,743968594,743968595,743968596,743968597,743968598,743968599,pull_request
743966639,36ab02500e5f20869542e643bee031ba7f939ece,,3.x,canceled,0,,743966643,743966644,743966645,743966647,743966649,743966653,743966654,743966655,743966656,743966657,743966658,743966659,743966660,push
743965553,7ab5474746ac630ab57aaf0b6646a1279d28184f,6651,3.x,errored,546,2020-11-16 20:56:38 UTC,743965554,743965555,743965556,743965557,743965558,743965559,743965560,743965561,743965562,743965563,743965564,743965565,743965566,pull_request
743965412,4f3c3ff78e01250244b3ce2edbb67e9f6287cd2e,,master,canceled,0,,743965413,743965414,743965415,743965416,743965417,743965418,743965419,743965420,743965421,743965422,743965423,743965424,743965425,push
743960908,6ea3992a8ffc7d4136ed9930c48912c0ad5569d7,,master,canceled,0,,743960915,743960918,743960920,743960922,743960924,743960940,743960960,743960962,743960965,743960966,743960971,743960973,743960977,push
743955009,99d163666f209d8e7b0bdf78c61f827e72cad38f,,master,canceled,0,,743955010,743955011,743955012,743955013,743955014,743955015,743955016,743955017,743955018,743955019,743955020,743955021,743955022,push
743941823,75c6d48c4586647cf236e7372923fab349c30cfb,,master,canceled,0,,743941824,743941825,743941826,743941827,743941828,743941829,743941830,743941831,743941832,743941833,743941834,743941835,743941836,push
743926691,a0e40467082b8f19605ab8768e0192e1034a0aa1,,master,canceled,0,,743926692,743926693,743926694,743926695,743926696,743926697,743926698,743926699,743926700,743926701,743926702,743926703,743926704,push
743924284,892fcc52049ba1ce6a08b5181a214bd523ad837f,,master,canceled,0,,743924285,743924286,743924287,743924288,743924289,743924290,743924291,743924292,743924293,743924294,743924295,743924296,743924297,push
743922068,c2da1c7f15d305c54a39c0245c09672e69b52e34,,master,canceled,0,,743922070,743922071,743922072,743922073,743922074,743922075,743922076,743922077,743922078,743922079,743922080,743922081,743922082,push
743917983,40f89a07dc42aeb3c780ed3f85875a4b4b091214,,master,canceled,0,,743917984,743917985,743917986,743917987,743917988,743917989,743917990,743917991,743917992,743917993,743917994,743917995,743917996,push
743916333,8bb4cdb831fdbf4f397b9c132e2c4e28477d91f2,6649,master,errored,9260,2020-11-16 17:03:10 UTC,743916334,743916335,743916336,743916337,743916338,743916339,743916340,743916341,743916342,743916343,743916344,743916345,743916346,pull_request
743916128,fa2f5de30177e8cf2ffda340b0512d923d2a0dbf,6650,master,passed,13261,2020-11-16 14:13:00 UTC,743916129,743916130,743916131,743916132,743916133,743916134,743916135,743916136,743916137,743916138,743916139,743916140,743916141,pull_request
743916112,3e2991958986884782f2e4e6b6e0a5ff588b2cb9,6648,master,passed,13193,2020-11-16 12:42:50 UTC,743916113,743916114,743916115,743916116,743916117,743916118,743916119,743916120,743916121,743916123,743916125,743916126,743916127,pull_request
743916086,e875f187a585c9f5a7e364cea28685c3a779a112,6647,master,passed,13148,2020-11-16 11:13:51 UTC,743916087,743916088,743916089,743916090,743916091,743916092,743916093,743916094,743916095,743916096,743916097,743916098,743916099,pull_request
743902081,c813f1f45d56d540f7c10b4288ba362ad848d58e,6646,3.x,passed,11948,2020-11-16 09:48:11 UTC,743902082,743902083,743902084,743902085,743902086,743902087,743902088,743902089,743902090,743902091,743902092,743902093,743902094,pull_request
743900886,19625c5ef13cdb21e10b1b649b626e09c8ac4083,6645,master,passed,11117,2020-11-16 09:28:52 UTC,743900887,743900888,743900889,743900890,743900891,743900892,743900893,743900894,743900895,743900896,743900897,743900898,743900899,pull_request
743836577,64762ef3bc598e713965d79cb706645c05a919c8,,master,passed,12850,2020-11-16 01:07:44 UTC,743836578,743836579,743836580,743836581,743836582,743836583,743836584,743836585,743836586,743836587,743836588,743836589,743836590,push
743818026,0f38a5d3c992623e07672244689ce2d1a0922219,,master,passed,11688,2020-11-15 22:25:18 UTC,743818027,743818028,743818029,743818030,743818031,743818032,743818033,743818034,743818035,743818036,743818037,743818038,743818039,push
743812934,6a001acea46082d420462caaf1112ecd04be2adf,,master,errored,4708,2020-11-15 21:52:37 UTC,743812935,743812936,743812937,743812938,743812939,743812940,743812941,743812942,743812943,743812944,743812945,743812946,743812947,push
743811347,0534b58d7ef9acceafe0a49c93f0ec599a7c2455,,master,errored,3523,2020-11-15 21:37:31 UTC,743811348,743811349,743811350,743811351,743811352,743811353,743811354,743811355,743811356,743811357,743811358,743811359,743811360,push
743810719,34942f899b903348bb14d1ac4958adc6edbb11fe,,master,errored,504,2020-11-15 21:32:19 UTC,743810720,743810721,743810722,743810723,743810724,743810725,743810726,743810727,743810728,743810729,743810730,743810731,743810732,push
743808724,b69b78c3f9576d5f8d93837791b27343052aeab6,,master,errored,3651,2020-11-15 21:16:25 UTC,743808725,743808726,743808727,743808728,743808729,743808730,743808731,743808732,743808733,743808734,743808735,743808736,743808737,push
743806920,4b8f95825eb8aec7cf0dd1b628a66d1812d0e878,,master,errored,3176,2020-11-15 21:00:06 UTC,743806921,743806922,743806923,743806924,743806925,743806926,743806927,743806928,743806929,743806930,743806931,743806932,743806933,push
743804831,806f5fe2e748b4f46d90a36873aeb894436900cb,,master,errored,3099,2020-11-15 20:44:57 UTC,743804836,743804838,743804839,743804841,743804842,743804843,743804844,743804845,743804846,743804847,743804848,743804849,743804850,push
743804554,b4b354f07336f9fe1fe676cbfac291414e3a5689,,master,canceled,0,,743804555,743804556,743804557,743804558,743804559,743804560,743804561,743804562,743804563,743804564,743804565,743804566,743804567,push
743803442,3f8623e69ccaa91b61cce622004c44125d9726b7,,master,errored,3657,2020-11-15 20:32:28 UTC,743803443,743803444,743803445,743803446,743803447,743803448,743803449,743803450,743803451,743803452,743803453,743803454,743803455,push
743724748,96cfa0efa8feba02f62d105771aedab6308f8a74,6643,master,passed,11833,2020-11-15 10:54:36 UTC,743724749,743724750,743724751,743724752,743724753,743724754,743724755,743724756,743724757,743724758,743724759,743724760,743724761,pull_request
743723883,88fc74d66dbb335e4edb9be68f6a3fa8bd341686,6643,master,canceled,1960,2020-11-15 10:42:09 UTC,743723884,743723885,743723886,743723887,743723888,743723889,743723890,743723891,743723892,743723893,743723894,743723895,743723896,pull_request
743718297,0cc804185c83243398c968898d01f06fd8460021,6643,master,canceled,9214,2020-11-15 09:33:19 UTC,743718298,743718299,743718300,743718301,743718302,743718303,743718304,743718305,743718306,743718307,743718308,743718309,743718310,pull_request
743649178,a3e1e0b570eefe736bd030fa46466d895b3dec10,,3.x,passed,11948,2020-11-14 20:38:07 UTC,743649179,743649180,743649181,743649182,743649183,743649184,743649185,743649186,743649187,743649188,743649189,743649190,743649191,push
743648939,d4b4224824541e6d9b809cb4e901f6e7a3c7ea25,6642,3.x,errored,533,2020-11-14 20:28:12 UTC,743648940,743648941,743648942,743648943,743648944,743648945,743648946,743648947,743648948,743648949,743648950,743648951,743648952,pull_request
743648820,e1d986e859d1e5339c1b7b6cfabc5ca2f5090c63,,master,passed,11654,2020-11-14 20:16:52 UTC,743648825,743648828,743648829,743648830,743648831,743648832,743648833,743648834,743648835,743648836,743648837,743648838,743648839,push
743615069,9d727fc5fca1f9de06b0a3c589abd2f016a7400f,6641,master,passed,11703,2020-11-14 19:17:53 UTC,743615070,743615071,743615072,743615073,743615074,743615075,743615076,743615077,743615078,743615079,743615080,743615081,743615082,pull_request
743604066,958056a519d5ed4ddbedf6bf5295a5dd33030486,6641,master,canceled,4085,2020-11-14 15:24:26 UTC,743604067,743604068,743604069,743604070,743604071,743604072,743604073,743604074,743604075,743604076,743604077,743604078,743604079,pull_request
743579008,688a1235b5f27c41f706bf017dd24bc42ffa9f6c,6641,master,passed,11478,2020-11-14 11:38:17 UTC,743579009,743579010,743579011,743579012,743579013,743579014,743579015,743579016,743579017,743579018,743579019,743579020,743579021,pull_request
743248746,f500ab3c270a1dcc93d88b24a06bce9ba1966c9a,,3.x,passed,11665,2020-11-13 06:21:01 UTC,743248747,743248748,743248749,743248750,743248751,743248752,743248753,743248754,743248755,743248756,743248757,743248758,743248759,push
743248681,da1603fef63ce7f8b546ebfc9728a9bbf4359dd9,,master,passed,11469,2020-11-13 05:42:27 UTC,743248682,743248683,743248684,743248685,743248686,743248687,743248688,743248689,743248690,743248691,743248692,743248693,743248694,push
743248365,f3da86416ad14d1b1354b6e8837fb58c0ed07322,,3.x,canceled,0,,743248366,743248367,743248368,743248369,743248370,743248371,743248372,743248373,743248374,743248375,743248376,743248377,743248378,push
743248324,ee497ef8bec1f442d49bba0875aadc4a9c8eff82,,3.x,canceled,0,,743248325,743248326,743248327,743248328,743248329,743248331,743248334,743248337,743248338,743248339,743248340,743248341,743248342,push
743247885,5f2b20d32de815e923c98584d198e42dcd3df6f2,,3.x,canceled,0,,743247886,743247887,743247888,743247889,743247890,743247891,743247892,743247893,743247894,743247895,743247896,743247897,743247898,push
743247477,5e463fd25f254ea427d30605a3f0b5793b3d275e,,3.x,canceled,0,,743247478,743247479,743247480,743247481,743247482,743247483,743247484,743247485,743247486,743247487,743247488,743247489,743247490,push
743247193,a9a124bef783b2054e75a47f64e41abc9fed9df7,,3.x,canceled,0,,743247194,743247195,743247196,743247197,743247198,743247199,743247200,743247201,743247202,743247203,743247204,743247205,743247206,push
743247000,20a89b7fda6523a69c0c1ba1d2eb3e5685cbc608,6639,3.x,errored,540,2020-11-13 05:19:15 UTC,743247001,743247002,743247003,743247004,743247005,743247006,743247007,743247008,743247009,743247010,743247011,743247012,743247013,pull_request
743246946,685ff4ddecce4d3621931737c288e965f07ec7e7,,3.x,canceled,0,,743246947,743246948,743246949,743246950,743246951,743246952,743246953,743246954,743246955,743246956,743246957,743246958,743246959,push
743246907,e1272a1dcd9646dc4aa59e4157a6ad8da1803ecf,,master,canceled,0,,743246908,743246909,743246910,743246911,743246912,743246913,743246914,743246915,743246916,743246917,743246918,743246919,743246920,push
743246749,0fac7cb55344f0d88735a8f2e56c53c5d6298b83,6634,master,errored,514,2020-11-13 04:55:17 UTC,743246750,743246751,743246752,743246753,743246756,743246761,743246764,743246766,743246769,743246771,743246775,743246776,743246777,pull_request
743246735,ca5ec9d1e67c4e7de967ec6209df46742cba33b5,6638,3.x,errored,698,2020-11-13 04:18:54 UTC,743246736,743246737,743246738,743246739,743246740,743246741,743246742,743246743,743246744,743246745,743246746,743246747,743246748,pull_request
743246517,64a5791a801318b570bf11fc7f01b15feec70f93,,master,canceled,0,,743246518,743246519,743246520,743246521,743246522,743246523,743246524,743246525,743246526,743246527,743246528,743246529,743246530,push
743246329,2c4a37771fa64b8d8750eac70bfa084aceb71ffe,6624,master,errored,542,2020-11-13 03:30:20 UTC,743246330,743246331,743246332,743246333,743246334,743246335,743246336,743246337,743246338,743246339,743246340,743246341,743246342,pull_request
743246315,5d36b7fac99df19fe27ee4e0869a8f0fa099d462,6634,master,canceled,0,,743246316,743246317,743246318,743246319,743246320,743246321,743246322,743246323,743246324,743246325,743246326,743246327,743246328,pull_request
743246269,7b0edb6d759cc73a88d762d354405d262e032647,6637,3.x,errored,627,2020-11-13 02:52:35 UTC,743246270,743246271,743246272,743246273,743246274,743246275,743246276,743246277,743246278,743246279,743246280,743246281,743246282,pull_request
743246106,7fa401c29cd40833026f958e3b221af632f5577a,,master,canceled,0,,743246107,743246108,743246109,743246110,743246111,743246112,743246113,743246114,743246115,743246116,743246117,743246118,743246119,push
743244791,60f3758d423f428a7a7a209eb61cbeec697326fb,6634,master,canceled,0,,743244792,743244793,743244794,743244795,743244796,743244797,743244798,743244799,743244800,743244801,743244802,743244803,743244804,pull_request
743244777,716e7f1e6520544e425668d4b8263a216d6ce906,6624,master,canceled,0,,743244778,743244779,743244780,743244781,743244782,743244783,743244784,743244785,743244786,743244787,743244788,743244789,743244790,pull_request
743244763,831ffd34f237049390424b453d4c7ab621d86407,6625,master,errored,602,2020-11-13 02:10:58 UTC,743244764,743244765,743244766,743244767,743244768,743244769,743244770,743244771,743244772,743244773,743244774,743244775,743244776,pull_request
743244589,1b38db027c430e02e4b9e09ddaf8ef35bd2f5d28,6636,3.x,errored,557,2020-11-13 01:02:01 UTC,743244590,743244591,743244592,743244593,743244594,743244595,743244596,743244597,743244598,743244599,743244600,743244601,743244602,pull_request
743244471,85ca826f3803f34b0772ba4e4245b75345ee4cd8,,master,canceled,0,,743244472,743244473,743244474,743244475,743244476,743244477,743244478,743244479,743244480,743244481,743244483,743244484,743244486,push
743242517,882cb08ff03b85850fb79292638928d82219c5a1,6634,master,canceled,0,,743242518,743242519,743242520,743242521,743242522,743242523,743242524,743242525,743242526,743242527,743242528,743242529,743242530,pull_request
743242473,b67e893d7a09f5b867818e0b9a422075f2e4ceea,6625,master,canceled,0,,743242474,743242475,743242476,743242477,743242478,743242479,743242480,743242481,743242482,743242483,743242484,743242485,743242486,pull_request
743242441,8cb2fee1e57914b6eb34b17381b08652e042f72f,6622,master,errored,546,2020-11-12 23:21:42 UTC,743242442,743242443,743242444,743242445,743242446,743242447,743242448,743242449,743242450,743242451,743242452,743242453,743242454,pull_request
743241783,c90c0d7873863075526f7f3bd91af7399575738a,6624,master,canceled,0,,743241786,743241789,743241791,743241793,743241795,743241799,743241800,743241801,743241802,743241803,743241804,743241805,743241806,pull_request
743241280,2ddab2e13844a26bb9d06a017a9c249068154817,6635,3.x,errored,550,2020-11-12 22:14:49 UTC,743241281,743241282,743241283,743241284,743241285,743241286,743241287,743241288,743241289,743241290,743241291,743241292,743241293,pull_request
743241146,363e800f8610517abe824cdc1a32937546d9f543,,master,canceled,0,,743241147,743241148,743241149,743241150,743241151,743241152,743241153,743241154,743241155,743241156,743241157,743241158,743241159,push
743241071,3b82e88860d3a8fa6914f12078180f78424f40e9,6625,master,canceled,0,,743241072,743241073,743241074,743241075,743241076,743241077,743241078,743241079,743241080,743241081,743241082,743241083,743241084,pull_request
743241057,c191ee420b9e582221f74d3ece1fc7562445d08f,6622,master,canceled,0,,743241058,743241059,743241060,743241061,743241062,743241063,743241064,743241065,743241066,743241067,743241068,743241069,743241070,pull_request
743241008,0d03376ae7ee53b52432b9c94048747d85fe86c1,6623,master,errored,542,2020-11-12 21:06:39 UTC,743241009,743241010,743241011,743241012,743241013,743241014,743241015,743241016,743241017,743241018,743241019,743241020,743241021,pull_request
743240765,2366aa1b101e200b6982dcdeff15625d93f4e12d,6634,master,canceled,0,,743240766,743240767,743240768,743240769,743240770,743240771,743240772,743240773,743240774,743240775,743240776,743240777,743240778,pull_request
743240293,7e1d44b541da14c313f0a4911bd12e8eb0fb424c,6633,3.x,errored,555,2020-11-12 19:33:57 UTC,743240294,743240295,743240296,743240297,743240298,743240299,743240300,743240301,743240302,743240303,743240304,743240305,743240306,pull_request
743240156,12aed8559272f6159319994f2f61a6d73714f538,,master,canceled,0,,743240157,743240158,743240159,743240160,743240161,743240162,743240163,743240164,743240165,743240166,743240167,743240168,743240169,push
743174867,d70f14d0be3e6bdf3ae2d05e07cff4db0a578340,,3.x,errored,5646,2020-11-12 14:34:00 UTC,743174868,743174869,743174870,743174871,743174872,743174873,743174874,743174875,743174876,743174877,743174878,743174879,743174880,push
743174766,e1569577b21484f784f79e1095cf23d542cdff97,,master,canceled,7289,,743174767,743174768,743174769,743174770,743174771,743174773,743174774,743174776,743174777,743174778,743174779,743174780,743174781,push
743158166,0f5a23b6713059598e4bc9991cb6b3071625d81a,,3.x,failed,3975,2020-11-12 12:35:09 UTC,743158167,743158168,743158169,743158170,743158171,743158172,743158173,743158174,743158175,743158176,743158177,743158178,743158179,push
743156970,017d8852653059c9dff2ad3027bd36b4059ec3ac,,master,failed,3943,2020-11-12 11:58:12 UTC,743156971,743156972,743156973,743156974,743156975,743156976,743156977,743156978,743156979,743156980,743156981,743156982,743156983,push
743011887,1339d488cc7b590067e92343cfaa3718847c3258,,3.x,passed,11615,2020-11-11 20:52:11 UTC,743011888,743011889,743011890,743011891,743011892,743011893,743011894,743011895,743011896,743011897,743011898,743011899,743011900,push
743010123,70296bf424c32025f3652bbcca9ebb33e7efb746,,master,passed,11520,2020-11-11 19:45:05 UTC,743010124,743010125,743010126,743010127,743010128,743010129,743010130,743010131,743010132,743010133,743010134,743010135,743010136,push
742742384,b24c879ddd8021e216d10288f11c690009ed92d5,6627,master,passed,12260,2020-11-11 08:13:23 UTC,742742385,742742386,742742387,742742388,742742389,742742390,742742391,742742392,742742393,742742394,742742395,742742396,742742397,pull_request
742741599,7f9cdff28dbb18dabc7f40e3da4e7da4e044f25a,,3.x,canceled,0,,742741600,742741601,742741602,742741603,742741604,742741605,742741606,742741608,742741609,742741610,742741612,742741613,742741614,push
742741380,a81cd33536ab90265239ee45546837e0d9699e0c,6627,master,canceled,0,,742741381,742741382,742741383,742741384,742741385,742741386,742741387,742741388,742741389,742741390,742741391,742741392,742741393,pull_request
742729926,c4684fc4410835404309a9d4e36c7bdeb6664bad,6627,master,canceled,0,,742729927,742729928,742729929,742729930,742729931,742729932,742729933,742729934,742729935,742729936,742729937,742729938,742729939,pull_request
742729393,744311539867ae10bd9365986c1ced789d98aab2,6627,master,canceled,0,,742729394,742729395,742729396,742729397,742729398,742729399,742729400,742729401,742729402,742729403,742729404,742729405,742729406,pull_request
742724278,437914cb9282f76fd4ec570057bb103ba2a990da,,master,canceled,0,,742724279,742724280,742724281,742724282,742724283,742724284,742724285,742724286,742724287,742724288,742724289,742724290,742724291,push
742723933,90468517d0c7b732a868d210cec736814ee05953,6565,master,canceled,0,,742723934,742723937,742723938,742723939,742723941,742723942,742723943,742723945,742723950,742723951,742723953,742723954,742723955,pull_request
742715971,f2aad1f97b8da58346ec98c68a5311df97694396,6565,master,canceled,0,,742715972,742715973,742715974,742715975,742715976,742715977,742715978,742715979,742715980,742715981,742715982,742715983,742715984,pull_request
742712411,67390a11b5a3a175ce06842b32c6efb547c90061,,3.x,canceled,0,,742712412,742712413,742712414,742712415,742712416,742712417,742712418,742712419,742712420,742712421,742712422,742712423,742712424,push
742712292,2352613e23203204217fecb529c490a241c09fb7,,master,canceled,0,,742712293,742712294,742712295,742712296,742712297,742712299,742712300,742712301,742712302,742712303,742712305,742712306,742712307,push
742668946,24a43fa9efbc4e774c0b90d6041bfc7314b82e9d,6565,master,canceled,3700,2020-11-10 12:46:48 UTC,742668947,742668948,742668949,742668950,742668951,742668952,742668953,742668954,742668955,742668956,742668957,742668958,742668959,pull_request
742666190,917c9802d0e0e8f92d61ac53026cab5f03e62f7a,,3.x,canceled,9924,2020-11-10 11:41:52 UTC,742666191,742666192,742666193,742666194,742666195,742666196,742666197,742666198,742666199,742666200,742666201,742666202,742666203,push
742665789,d679015cf6e0ee3701039f739c17c34b9ddb9bf1,,master,passed,11579,2020-11-10 10:31:49 UTC,742665790,742665791,742665792,742665793,742665794,742665795,742665796,742665797,742665798,742665799,742665800,742665801,742665802,push
742500130,a678473901ad16cb31af8203395377f6086686cb,6627,master,passed,11778,2020-11-10 04:44:02 UTC,742500131,742500132,742500133,742500134,742500135,742500136,742500137,742500138,742500139,742500140,742500141,742500142,742500143,pull_request
742498644,47c94e47ccdd8bb8f14c9ca244aa6e019769dd1b,6565,master,passed,12220,2020-11-10 02:25:11 UTC,742498645,742498646,742498647,742498648,742498649,742498650,742498651,742498652,742498653,742498654,742498655,742498656,742498657,pull_request
742496872,8635cf8c549534ffa90193c7f799311c0de99003,6565,master,canceled,0,,742496873,742496874,742496875,742496876,742496877,742496878,742496879,742496880,742496881,742496882,742496883,742496884,742496885,pull_request
