build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
355220685,89be598bce5800433670d9a14a8796176d717666,,master,passed,101,2018-03-19 05:33:19 UTC,355220686,push
355220280,3a3467ca7dc7069f1f38df189c27a7d6fdc80b66,,master,passed,47,2018-03-19 05:31:10 UTC,355220281,push
355185096,e3721508e178676899a475be4b33a087bcd21910,,master,passed,149,2018-03-19 02:05:22 UTC,355185097,push
355179175,64614897c83fa8edd970f5d99e54833be1cd83b2,,master,passed,150,2018-03-19 01:31:22 UTC,355179176,push
355177627,8dd6db284cca9c8ddfb9bdfd1a50d3ce784bfe52,,master,passed,46,2018-03-19 01:23:34 UTC,355177628,push
355176964,6462019fcccf1c8220d9b633bf9a7b010db40fea,,master,passed,37,2018-03-19 01:18:36 UTC,355176965,push
355176451,4a5121650f68c5e1ddef06a44877f670aff3bde8,,master,passed,46,2018-03-19 01:15:53 UTC,355176452,push
355173821,b4f2df9e2efe37da10fff391d76f5b789371ca1c,,master,passed,50,2018-03-19 01:03:01 UTC,355173822,push
355169492,f5bf72a5e036b6c61486a81f4e67a3c8ec2156ff,,master,passed,33,2018-03-19 00:35:54 UTC,355169493,push
355169046,d355d0c1295942a747709729f64363958f1d72c7,,master,passed,32,2018-03-19 00:32:53 UTC,355169047,push
355168696,d8e6cb103e465a1cad6c9d96d9979b05e45bc848,,master,passed,156,2018-03-19 00:30:39 UTC,355168697,push
355153067,49adf3e23127f5675fe567b42405aae81a6110b7,,master,passed,122,2018-03-18 23:09:07 UTC,355153068,push
355138682,2c36b522c5b5ab2671ece79ca2fef55637a1e2f8,,master,passed,36,2018-03-18 22:09:58 UTC,355138683,push
355109440,eccf95d9c3a4381cee506395b57312721ecb9d53,,master,passed,123,2018-03-18 20:27:08 UTC,355109441,push
355104901,4eb7d1c6a52a6ea6f1909c25c8a7e745cfc8fbee,,master,passed,157,2018-03-18 20:13:34 UTC,355104902,push
355103323,000b4cad337c949673be8597c92238b315b6c294,,master,passed,106,2018-03-18 20:08:35 UTC,355103324,push
355100915,62ba88d154c209a0aa56588fa1f4ed910a40af14,,master,passed,144,2018-03-18 19:59:18 UTC,355100916,push
354896488,0b2239c3af38fa1d1ca76f99b4d407e9a50b6ab0,,master,passed,156,2018-03-18 02:32:55 UTC,354896489,push
354783300,2454577b51b3b376f484898d556a5c29c13a33d6,,master,passed,125,2018-03-17 17:46:38 UTC,354783301,push
354782800,0dc595c1e5430f6ba5aead758b41f300d287ea41,,master,passed,130,2018-03-17 17:45:01 UTC,354782801,push
354781010,d2fd3fb7c1c872990b192f37c75c22233f032da4,,master,failed,117,2018-03-17 17:36:14 UTC,354781011,push
354374175,ef3877a4b6bda6a2c335425967246466a04d644d,,master,passed,133,2018-03-16 15:34:03 UTC,354374176,push
354370404,c43b956e53e47371adeaed2f198211d02cfe61d0,,master,passed,145,2018-03-16 15:26:40 UTC,354370405,push
354360651,c8c433c46decb93da7e0c187608d97ff42d1bba5,,master,passed,477,2018-03-16 15:06:36 UTC,354360654,push
354337623,f1cda70a9f60f2a6f9e2f3e80390410274f38172,,master,passed,145,2018-03-16 14:21:27 UTC,354337624,push
352405005,af8c409bcedb076eca6505908ec341d4ca5b88f1,,master,passed,123,2018-03-12 15:58:16 UTC,352405007,push
352399137,8fbbd1517aaf65b72fb561cc2671fa87f4af2c9e,,master,passed,131,2018-03-12 15:44:47 UTC,352399139,push
352122319,af20d66822cdc2ec588d9456125056464eaace07,,master,passed,33,2018-03-11 23:50:46 UTC,352122320,push
352122174,7704bf394fd421d53061681735d247f3f6be7dcd,,master,passed,31,2018-03-11 23:50:06 UTC,352122175,push
352121625,f691b17fa7a3319aaa812a2b8ced8d854999822c,,master,passed,28,2018-03-11 23:47:25 UTC,352121626,push
352116486,2a1a6851344172e0134f3c5f4f5c1021975f2812,,master,passed,123,2018-03-11 23:20:09 UTC,352116489,push
352049951,0b4d80255e60913d56119dede9890256a0b1622c,,master,passed,130,2018-03-11 18:59:17 UTC,352049952,push
351873151,0fb4be35684500ba7b183571d68710b19e4b65b8,,master,failed,183,2018-03-11 03:26:05 UTC,351873152,push
351170821,644d90800980be1dcc2e422d0a26a465cd272b03,,master,failed,93,2018-03-09 06:10:34 UTC,351170822,push
351164470,94922b0d4c7eb3e76182d5ac135717bfb1b91e92,,master,passed,129,2018-03-09 05:38:49 UTC,351164471,push
350675486,17b20dd2ab4be00c23298a3944115f949f348a80,,master,passed,130,2018-03-08 05:18:41 UTC,350675487,push
350674892,6304e58973ee45457224f34525002eb3c2ab7472,,master,failed,89,2018-03-08 05:15:03 UTC,350674893,push
350674383,c18b013d8885b8a05cfa07c353abf8587ad8f80b,,master,failed,68,2018-03-08 05:12:04 UTC,350674384,push
350673690,c71365ec536ef8126d769d3c496e6b2e2f651ed1,,master,failed,54,2018-03-08 05:08:15 UTC,350673691,push
350126116,212d1919f047bf0b241e88c4fa3aea06bac61682,,master,passed,31,2018-03-07 02:33:50 UTC,350126117,push
350124449,34edeba51db7e6c265856eabd345eef506c4d670,,master,failed,66,2018-03-07 02:26:30 UTC,350124450,push
350123006,6342899996c6c5ee18477443b3a45f197d8610ac,,master,passed,31,2018-03-07 02:19:55 UTC,350123007,push
350122407,7768a49ffe365aaeba227e41cf933a78b53906f3,,master,failed,56,2018-03-07 02:16:59 UTC,350122409,push
350121934,b2a12a0dd681c3afaba29e0ae2a7198fe5426d3b,,master,failed,81,2018-03-07 02:15:31 UTC,350121935,push
350120818,03bc0cc17421ad0c3a3ea3814f89a23a5202ce1c,,master,failed,70,2018-03-07 02:10:55 UTC,350120820,push
350115250,9e6b886106417c5af09d3460df8aa4b76d733720,,master,passed,143,2018-03-07 01:49:29 UTC,350115252,push
347614790,00528ff2f502c2e1aace0285e61f9877caf2c26d,,master,passed,147,2018-03-01 05:33:05 UTC,347614791,push
347614113,e16eb6197cfc1565d03c777f8168b1c197b9b7cd,,master,passed,74,2018-03-01 05:29:20 UTC,347614114,push
347569146,9bf33893a97892df2f3191a2d9c662ec9806c2f3,,master,passed,51,2018-03-01 01:50:44 UTC,347569147,push
347568879,96c10ca4253231da4317837e4173fedce18c4859,,master,passed,147,2018-03-01 01:49:45 UTC,347568880,push
347562555,c3850175e9484066562b54c3fd099aba1e1a8781,,master,passed,119,2018-03-01 01:23:23 UTC,347562556,push
347562041,0196ef73da41e11dd4485b88bcf5fb736d30b84a,,master,passed,118,2018-03-01 01:21:15 UTC,347562042,push
347560911,3df97afae065cdb7ad67f1d0750d249d09c0517a,,master,passed,64,2018-03-01 01:17:36 UTC,347560912,push
347555990,67408009078ff3bbcc8aa933168ba95436c9e649,,master,passed,178,2018-03-01 00:59:18 UTC,347555991,push
347554618,aa997a078378d882918c6a9ae50d51c3e59113ee,,master,failed,125,2018-03-01 00:54:14 UTC,347554619,push
347541490,5c9e7b9fb769bea67184d6c1004a3c41e301ecb1,,master,failed,158,2018-03-01 00:03:34 UTC,347541491,push
347438051,ea4194e9c59a6d0d7103964181f9d6ed5cd2d537,,master,failed,519,2018-02-28 19:51:19 UTC,347438052,push
347436358,dd8dceecc0fe728a7818bb8f795b498546069542,,master,failed,169,2018-02-28 19:47:38 UTC,347436359,push
347391412,af96068f22581cf424d1f8737a120be8fce4ffd2,,master,passed,124,2018-02-28 18:01:09 UTC,347391413,push
347136555,92f29184229893162ec230c36cb8f2db8252cbd4,,master,passed,200,2018-02-28 06:20:17 UTC,347136556,push
347131217,feae750e449f33de3a911f28a5c7499d382f0e13,,master,failed,55,2018-02-28 05:51:19 UTC,347131218,push
347129419,6a6e391833b49501620e96011a90558b7c94f554,,master,passed,448,2018-02-28 05:40:39 UTC,347129421,push
347117128,2105f5d6624c27a67468e071888dfd13c9b53d92,,master,failed,1951,2018-02-28 04:31:00 UTC,347117129,push
347094898,337d7461131135d75cbe7c2f639b4b1d2c7a1a73,,master,errored,2998,2018-02-28 02:41:34 UTC,347094899,push
347092301,2cc3f3abe1b9b02ba99e0863bea017fb230d7a47,,master,failed,197,2018-02-28 02:30:43 UTC,347092302,push
347091733,003ff5862919660d2e0d77abfdb2d7375d1c3ade,,master,passed,148,2018-02-28 02:28:05 UTC,347091734,push
347089177,e4ebbd74540b3b2040258bb41ad1a3fa62fffd61,,master,passed,686,2018-02-28 02:16:27 UTC,347089178,push
347079849,7bb60e13a98b1d7cb702d29d2fed4cd25792a447,,master,errored,372,2018-02-28 01:38:24 UTC,347079850,push
347079495,6abf1766a3277ead341e66801322faf0b3dc8a14,,master,errored,384,2018-02-28 01:37:01 UTC,347079496,push
347077895,42be8cc85b7c6e0b4a58e7d79481cd8d5e085294,,master,errored,378,2018-02-28 01:29:48 UTC,347077896,push
347077583,b0af971c7248143d13c3e53f4447479b456f19b3,,master,failed,63,2018-02-28 01:28:23 UTC,347077584,push
347076690,0aa531b33af94aac14f779c13fd3ee2e7716da7d,,master,failed,70,2018-02-28 01:29:54 UTC,347076691,push
