build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
694772571,55421ab20da2f691e2c91f7146d2a31aab5422d0,229,master,passed,503,2020-06-04 19:10:49 UTC,694772572,694772573,694772574,694772575,694772576,694772577,694772578,694772579,694772581,694772582,694772585,694772586,694772587,694772588,694772589,694772590,694772591,694772592,694772593,694772595,694772596,694772597,694772598,pull_request
694767695,0a2feb2c82b1ce71d5f896e742930466c3c17553,237,master,passed,508,2020-06-04 19:05:36 UTC,694767696,694767697,694767698,694767699,694767700,694767701,694767702,694767703,694767704,694767705,694767706,694767707,694767708,694767709,694767710,694767711,694767712,694767713,694767714,694767715,694767716,694767717,694767718,pull_request
694763669,a83658bc24cc415a704fae9b74517eb734c79b5f,237,master,failed,507,2020-06-04 18:55:53 UTC,694763670,694763671,694763672,694763673,694763674,694763675,694763676,694763677,694763678,694763679,694763680,694763681,694763682,694763683,694763684,694763685,694763686,694763687,694763688,694763689,694763690,694763691,694763692,pull_request
694755835,1fcd0350c45effea49e620c61a5243804f27a760,234,master,passed,590,2020-06-04 18:56:31 UTC,694755836,694755837,694755838,694755839,694755840,694755841,694755842,694755843,694755844,694755845,694755846,694755847,694755850,694755851,694755852,694755853,694755854,694755855,694755856,694755857,694755859,694755861,694755862,pull_request
694749219,7834f2301b3ec2f743002e090e6e52515a00621d,237,master,passed,522,2020-06-04 18:00:15 UTC,694749220,694749221,694749222,694749223,694749224,694749228,694749229,694749230,694749231,694749232,694749233,694749234,694749235,694749236,694749237,694749238,694749239,694749240,694749241,694749242,694749243,694749244,694749245,pull_request
694746460,2f75256b59e6eefab951ba4a10d7f933f42e0017,237,master,passed,501,2020-06-04 17:52:58 UTC,694746461,694746462,694746463,694746464,694746465,694746466,694746467,694746468,694746469,694746470,694746471,694746472,694746473,694746474,694746475,694746476,694746477,694746478,694746479,694746480,694746481,694746482,694746483,pull_request
694732985,d32d9b5477e505fb89284ab6550fd0963b8f5bff,236,master,passed,500,2020-06-04 18:57:10 UTC,694732986,694732987,694732988,694732989,694732990,694732991,694732992,694732993,694732994,694732995,694732996,694732997,694732998,694732999,694733000,694733001,694733002,694733003,694733004,694733005,694733006,694733007,694733008,pull_request
694729793,ae1ba01639966b29f18af039fa84dc2a73c05281,236,master,passed,522,2020-06-04 17:01:22 UTC,694729794,694729795,694729796,694729797,694729798,694729799,694729800,694729801,694729805,694729806,694729807,694729808,694729809,694729810,694729811,694729812,694729813,694729814,694729815,694729816,694729817,694729818,694729819,pull_request
694722774,df81e9de21da032f5514a08779ec89a55e264107,236,master,passed,499,2020-06-04 16:40:33 UTC,694722775,694722776,694722777,694722778,694722779,694722780,694722781,694722782,694722783,694722784,694722785,694722786,694722787,694722788,694722789,694722790,694722791,694722792,694722793,694722794,694722795,694722796,694722797,pull_request
694713748,ad7af52a5e76f4e1fa628c9fdb6423f4c5f44f07,236,master,passed,520,2020-06-04 16:14:06 UTC,694713749,694713750,694713751,694713752,694713753,694713754,694713755,694713756,694713757,694713758,694713759,694713760,694713761,694713762,694713763,694713764,694713765,694713766,694713767,694713768,694713769,694713770,694713771,pull_request
694479816,3fdfc6ec403be27e5ee1e01fc882abe426be7b8e,229,master,passed,510,2020-06-04 01:20:34 UTC,694479817,694479818,694479819,694479820,694479821,694479822,694479823,694479824,694479825,694479826,694479827,694479828,694479829,694479830,694479831,694479832,694479833,694479834,694479835,694479836,694479837,694479838,694479839,pull_request
