build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
592103757,d155ddf341e40a8c26fe81977091db076028e026,4160,master,passed,455,2019-10-01 21:42:58 UTC,592103758,592103759,592103760,592103761,592103762,592103763,pull_request
592102568,86ea74abc5356e843120d17a8644c3b8f415d4e7,4160,master,canceled,0,,592102569,592102570,592102571,592102572,592102573,592102574,pull_request
504757785,6874abc05a840056fc63c0d3febe9b370445f30b,1936,master,failed,57,2019-03-11 18:03:24 UTC,504757786,pull_request
504753882,01d76f1b0af595bce2fa0c7b853c1ad0900aa8be,2256,master,failed,54,2019-03-14 08:22:52 UTC,504753883,pull_request
504749532,df7f76acad416bc08f6ea765d03469cb5b84e023,2562,master,failed,52,2019-03-11 18:03:12 UTC,504749533,pull_request
431592248,c9a41b8106e6cc814dc8f19044e1802cb80f8ad7,1518,master,passed,156,2018-09-21 17:09:00 UTC,431592249,pull_request
431544885,19111df7f6fdfc5bc2398f484a80b9ed9753fc81,1518,master,passed,163,2018-09-21 15:44:11 UTC,431544886,pull_request
431520518,20fe0ef7f91adbf526d963f401fb1f18b138ddb4,1518,master,passed,175,2018-09-21 14:48:28 UTC,431520519,pull_request
431518187,2d9b5cbf840c884bc1463a188b0c157076a257bf,1518,master,canceled,0,,431518188,pull_request
431517891,9057b5de27f7ae240690e118b6d6d1417039607e,1518,master,canceled,0,,431517893,pull_request
431497518,409bf1c29ef3534e822da089d2506c57bce2fcd7,1518,master,passed,162,2018-09-21 13:26:29 UTC,431497519,pull_request
431195352,f308fbe001d78965a3967937a1562a5b02da1de7,1492,master,errored,104,2018-09-20 19:50:46 UTC,431195353,pull_request
431193026,082e23b24d2945d1e9db680779c645e5217700d8,1518,master,passed,159,2018-09-20 19:45:53 UTC,431193027,pull_request
431185088,e54aab39f64e8edf81ed4a84b7a9a61e6efa3e48,1518,master,passed,159,2018-09-20 19:27:07 UTC,431185089,pull_request
431180675,2d4a2ea00b988c43f6d10d35bac8888da84047bd,1518,master,passed,157,2018-09-20 19:15:53 UTC,431180676,pull_request
431167215,03aee975ba0410a7417385a9f353cc4aef7a9305,1492,master,passed,167,2018-09-20 18:44:00 UTC,431167216,pull_request
431166972,407a0763d8d9a478f3f014178696f536ce97fd4b,1518,master,passed,162,2018-09-20 18:43:31 UTC,431166973,pull_request
431165455,0a0d70e1dcc16745018d1f8305335d2a27709a99,1518,master,passed,159,2018-09-20 18:40:06 UTC,431165456,pull_request
431162817,e1cfa23cc0cde8c5036b0e2e479f9530e1f102ba,1492,master,passed,153,2018-09-20 18:34:50 UTC,431162818,pull_request
431160728,9abf0d72bd9f1cb0ff05f5569f3bdbd29acd39a7,1492,master,passed,153,2018-09-20 18:29:08 UTC,431160729,pull_request
431159501,5c209e0052b27dee9fce278798d434fd47b2bc1b,1492,master,passed,169,2018-09-20 18:25:51 UTC,431159502,pull_request
431158698,f8c4e40cced87f36c1d61822889f13d44ac231c3,1518,master,passed,166,2018-09-20 18:23:38 UTC,431158699,pull_request
431156367,1d3b608e3c75117c1178b368936e635eba3df7f0,1518,master,passed,165,2018-09-20 18:17:33 UTC,431156368,pull_request
431128613,2f9b75daf934fcd459191965fa542a7695e54757,1518,master,passed,156,2018-09-20 17:16:27 UTC,431128614,pull_request
431127171,b0959426194bc8748421ba815b3000311d9e726b,1518,master,canceled,0,,431127172,pull_request
431121352,52e39b541872ced880ec843b37a75d8b47bf53c2,1518,master,passed,161,2018-09-20 17:04:57 UTC,431121353,pull_request
431084574,7fe761239ce6a18e66f6ef422ee6b1a6dea7bf3f,1492,master,passed,266,2018-09-20 16:30:45 UTC,431084575,pull_request
431070649,70f029cbb49729cc84dddd411f6a7b9c9bce4116,1492,master,canceled,0,,431070650,pull_request
431055842,00fc8b990fa03fe020c7627676f2700fd1675a47,1492,master,canceled,0,,431055843,pull_request
431035107,2783ae145759763dd72681d6e4e7c7765d7536c2,1492,master,canceled,0,,431035108,pull_request
430960004,36362da9b84e606b5a0c97b43b675dd4edc8d13c,1492,master,canceled,0,,430960005,pull_request
430800083,d125dad43f7826f8228f9f62ceadfe7446c8889e,1492,master,passed,160,2018-09-20 04:48:19 UTC,430800084,pull_request
430793703,2d4bd5705ac5c0494c12d2e435317c00885eac63,1492,master,canceled,0,,430793704,pull_request
430671960,2e69e1c2aa1d1e72e367a28ad41129ed8b8aa4f9,1492,master,canceled,0,,430671961,pull_request
430667861,63bc1d9595509bcb44cb5b0debe399e50b89093c,1492,master,canceled,0,,430667862,pull_request
430647765,637bcab20e20daaf79166723fd8937aba345d24d,1492,master,canceled,0,,430647767,pull_request
430642216,9b1c268c90836668727fc84a2c8fe90a98169029,1492,master,canceled,0,,430642217,pull_request
430627671,dba8d2df349b5be099d10dc057c884fe3c57c9cb,1492,master,canceled,0,,430627672,pull_request
430617159,5ea5d06b05c725cf021dfd8cd2587e010697949e,1492,master,canceled,0,,430617160,pull_request
430545636,ad9ea5eb8558b7f29cf1370583a9f2001bcded95,1492,master,canceled,0,,430545637,pull_request
430218236,dcf04adbf416df996739a5959f575b0fe5f8e978,1492,master,passed,174,2018-09-18 23:00:40 UTC,430218237,pull_request
430208704,2dbda94dbbafa59ee11cf0c61920b3bc1cb42762,1492,master,canceled,0,,430208705,pull_request
430203030,24b310e2a4017819d7125b1fc02c2add7cb0b80a,1492,master,canceled,0,,430203031,pull_request
430202557,5674b0c12a8a0393e2b72aa0ead98c1e02da66a9,1492,master,canceled,0,,430202558,pull_request
430199307,5bee4f5fbd8b2869b04435ef1bb22393c34d372e,1492,master,canceled,0,,430199308,pull_request
424882401,07a0d6100129a5c333d706d269ea61c2acf7d137,1110,master,passed,1228,2018-09-05 16:44:00 UTC,424882402,424882405,424882406,424882407,424882408,424882423,pull_request
