build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
743002443,55b4a297d745d91f3b041fec260cac33380b223f,56,master,passed,505,2020-11-11 18:07:06 UTC,743002444,743002445,743002446,743002447,743002448,743002449,pull_request
697564746,3704c8d23324a3fc0771ad2c1cef0aa4e9459f6f,,master,passed,280,2020-06-12 10:29:48 UTC,697564747,697564748,697564749,push
689065256,e3db4c838a54a61aab235fd8b66b8ca09fd2dec2,,v1.5.0,passed,287,2020-05-20 01:07:20 UTC,689065257,689065258,689065259,push
689065074,e3db4c838a54a61aab235fd8b66b8ca09fd2dec2,,master,passed,287,2020-05-20 01:06:26 UTC,689065075,689065076,689065077,push
689063578,57ebce695e1db673a92ac4985349df1f76453d3a,,master,passed,289,2020-05-20 00:59:25 UTC,689063579,689063580,689063581,push
684051474,e2511112fb56b426fbaafa39cf292046a3a85327,54,master,passed,296,2020-05-06 23:06:20 UTC,684051475,684051476,684051477,pull_request
677178261,7a9e86c21b656572a747672545c5864be85c8b00,54,master,passed,309,2020-04-20 10:07:50 UTC,677178262,677178263,677178264,pull_request
614824094,acd64d450fd45fb2afa41f833f3788c8a7797219,,v1.4.0,passed,352,2019-11-21 01:11:00 UTC,614824095,614824096,614824097,push
614823979,acd64d450fd45fb2afa41f833f3788c8a7797219,,master,passed,360,2019-11-21 01:10:08 UTC,614823980,614823981,614823982,push
614822448,130d26cba1652d25a3fb94577d4d6a19476dfb8f,52,master,passed,373,2019-11-21 01:05:49 UTC,614822449,614822450,614822451,pull_request
614822339,6be5ee844c3cf2d8bc90aab9993a248cfa406996,,go-mod-init,passed,346,2019-11-21 01:05:22 UTC,614822340,614822341,614822342,push
614302541,47ae829ada0bec64797f83a65d85756435010b90,51,master,passed,327,2019-11-20 00:51:12 UTC,614302542,614302543,614302544,pull_request
614302447,83e000d635163b06af29421397268051770dd23d,,appveyor,passed,363,2019-11-20 00:50:53 UTC,614302448,614302449,614302450,push
614302081,e6812cd8b6726b9ddb25bd23b39e6f711ff5840b,,master,passed,342,2019-11-20 00:49:32 UTC,614302082,614302083,614302084,push
614300470,10d16cd6b717835a9584407f68193a5a1bcd1fef,50,master,passed,354,2019-11-20 00:43:14 UTC,614300471,614300472,614300473,pull_request
614300429,59a17b5f4bf65724f9db6c9d14ed0e6b94af8a52,,update-go-version,passed,351,2019-11-20 00:42:59 UTC,614300430,614300431,614300432,push
614298935,4c929fc8ee4d98c16c66a40c077d82d0df090623,,master,passed,312,2019-11-20 00:37:28 UTC,614298936,614298937,614298938,push
602889922,4d14daf2cf237bc1a22d9c45f58441278f1e4777,49,master,passed,333,2019-10-25 15:56:14 UTC,602889923,602889924,602889925,pull_request
510362231,f6fe06335df110bcf1ed6d4e852b760bfc15beee,,v1.3.0,passed,324,2019-03-23 17:39:22 UTC,510362232,510362233,510362235,push
510362114,f6fe06335df110bcf1ed6d4e852b760bfc15beee,,master,passed,353,2019-03-23 17:38:48 UTC,510362115,510362116,510362117,push
154099914,4c59f66bef1be3cf66ef9dc2b3a3ba264821fe84,29,master,passed,224,2016-08-22 09:51:00 UTC,154099915,154099916,154099917,154099920,pull_request
152303913,539105fcfe7f8f9ad6dc831db461a27dc0ae67c3,,master,passed,221,2016-08-15 03:45:50 UTC,152303914,152303915,152303916,152303917,push
152301944,6b9530e2ae12369ab15e8317f86a1315c5f1aee5,26,master,passed,220,2016-08-15 03:28:45 UTC,152301945,152301946,152301947,152301948,pull_request
152301894,f1c84024fdf50bbf4f2a6f3624e844603fa10def,,fixedbugs/25,passed,216,2016-08-15 03:23:41 UTC,152301895,152301896,152301897,152301898,push
149112646,da8a52bbf73e77f567cfed2159818e7abbc7538d,,master,passed,252,2016-08-02 08:06:39 UTC,149112647,149112648,149112649,149112650,push
149112363,2de6971ff6a5c36c2d8abf142ec9605e3a477e5e,,master,passed,230,2016-08-02 08:05:03 UTC,149112364,149112365,149112366,149112367,push
149061351,2e4aadc3a08155cbfee57c5964a1d0848450f1e7,24,master,passed,254,2016-08-02 01:07:46 UTC,149061352,149061353,149061354,149061355,pull_request
148848087,1c16f117a3ab788fdf0e334e623b8bccf5679866,,v1.2.0,passed,228,2016-08-01 11:17:28 UTC,148848088,148848091,148848092,148848093,push
148847666,1c16f117a3ab788fdf0e334e623b8bccf5679866,,master,passed,233,2016-08-01 11:15:42 UTC,148847667,148847668,148847669,148847670,push
148845619,38cd52fc25af8bb67c41c8ae5010604453233f74,23,master,passed,246,2016-08-01 11:05:04 UTC,148845620,148845621,148845622,148845623,pull_request
148845610,3fc768e0408a3fd8ac07f38bd3564fb4c85e23ab,,trace,passed,231,2016-08-01 11:04:59 UTC,148845611,148845614,148845615,148845616,push
148844658,082fb0ad83cd2777aa6a0ddf364ca57b9fea48f5,23,master,errored,214,2016-08-01 11:00:47 UTC,148844660,148844661,148844662,148844663,pull_request
148844642,bf116763a9deacf2f907801d5f9139bf263931d0,,trace,errored,216,2016-08-01 11:00:22 UTC,148844643,148844644,148844646,148844648,push
148843877,fde7e49300e186e718c409f925afddc72d5ae7cd,23,master,errored,230,2016-08-01 10:56:31 UTC,148843878,148843879,148843880,148843881,pull_request
148843868,7b9bb889986184a6a9961dab3d7ce05de2322bbb,,trace,errored,224,2016-08-01 10:56:35 UTC,148843869,148843870,148843871,148843872,push
148842432,b8180262bef79b8f64d5c71770a7f212cbbdfdaf,23,master,errored,252,2016-08-01 10:49:13 UTC,148842433,148842434,148842435,148842436,pull_request
148841647,15498a9089571a03bf0eee6805f64ce2b2bb2b76,,trace,errored,236,2016-08-01 10:45:26 UTC,148841648,148841649,148841650,148841651,push
145160611,7b053ad66e2a49baca9cc97b982dcea0e182bda4,,master,passed,227,2016-07-16 02:43:14 UTC,145160612,145160613,145160614,145160615,push
134339812,8a808a6967b79da66deacfe508b26d398a69518f,,master,passed,279,2016-06-01 02:12:14 UTC,134339813,134339818,134339819,134339824,push
134339152,d02f3ae30262ba95b58ddb823e077b87faed9d26,,v1.1.0,passed,272,2016-06-01 02:07:06 UTC,134339153,134339154,134339155,134339156,push
134332879,b2fdcffb4424112f20133cf4977b2ab9323e280d,,master,passed,254,2016-06-01 01:11:22 UTC,134332881,134332883,134332884,134332885,push
134331988,b074eb5d9a83eb0c4a43961e0330651e25baecb9,21,master,passed,258,2016-06-01 01:03:46 UTC,134331989,134331990,134331991,134331992,pull_request
134331573,d02f3ae30262ba95b58ddb823e077b87faed9d26,,cleanup,passed,231,2016-06-01 01:01:46 UTC,134331574,134331580,134331581,134331582,push
134330625,c506c3f804b7fcb74a97dab470571bad26a373c6,,master,passed,243,2016-06-01 00:53:56 UTC,134330627,134330629,134330630,134330631,push
134329354,4cc2898c4080f8a4b9b0d8f77c316e6174bdd21d,,master,passed,241,2016-06-01 00:44:48 UTC,134329355,134329356,134329357,134329358,push
134329029,32c101fab4a28bcb6efb8ece5b9ebd6c9027d1ab,,master,passed,237,2016-06-01 00:42:15 UTC,134329030,134329031,134329032,134329033,push
